Year,Country Code,Gini_coefficient
2016-01-01,PER,43.6
2017-01-01,PER,43.3
2018-01-01,PER,42.4
2019-01-01,PER,41.5
2020-01-01,PER,43.7
2021-01-01,PER,40.1
2022-01-01,PER,40.3
2023-01-01,PER,40.3
2000-01-01,PHL,47.7
2001-01-01,PHL,47.7
2002-01-01,PHL,47.7
2003-01-01,PHL,46.6
2004-01-01,PHL,46.6
2005-01-01,PHL,46.6
2006-01-01,PHL,47.2
2007-01-01,PHL,47.2
2008-01-01,PHL,47.2
2009-01-01,PHL,46.3
2010-01-01,PHL,46.3
2011-01-01,PHL,46.3
2012-01-01,PHL,46.5
2013-01-01,PHL,46.5
2014-01-01,PHL,46.5
2015-01-01,PHL,44.6
2016-01-01,PHL,44.6
2017-01-01,PHL,44.6
2018-01-01,PHL,42.3
2019-01-01,PHL,42.3
2020-01-01,PHL,42.3
2021-01-01,PHL,40.7
2022-01-01,PHL,40.7
2023-01-01,PHL,40.7
1996-01-01,PNG,45.8
1997-01-01,PNG,45.8
1998-01-01,PNG,45.8
1999-01-01,PNG,45.8
2000-01-01,PNG,45.8
2001-01-01,PNG,45.8
2002-01-01,PNG,45.8
2003-01-01,PNG,45.8
2004-01-01,PNG,45.8
2005-01-01,PNG,45.8
2006-01-01,PNG,45.8
2007-01-01,PNG,45.8
2008-01-01,PNG,45.8
2009-01-01,PNG,41.9
2010-01-01,PNG,41.9
2011-01-01,PNG,41.9
2012-01-01,PNG,41.9
2013-01-01,PNG,41.9
2014-01-01,PNG,41.9
2015-01-01,PNG,41.9
2016-01-01,PNG,41.9
2017-01-01,PNG,41.9
2018-01-01,PNG,41.9
2019-01-01,PNG,41.9
2020-01-01,PNG,41.9
2021-01-01,PNG,41.9
2022-01-01,PNG,41.9
2023-01-01,PNG,41.9
2004-01-01,POL,38.0
2005-01-01,POL,35.8
2006-01-01,POL,34.7
2007-01-01,POL,34.0
2008-01-01,POL,33.5
2009-01-01,POL,33.4
2010-01-01,POL,33.2
2011-01-01,POL,33.2
2012-01-01,POL,33.0
2013-01-01,POL,33.1
2014-01-01,POL,32.8
2015-01-01,POL,31.8
2016-01-01,POL,31.2
2017-01-01,POL,29.7
2018-01-01,POL,30.2
2019-01-01,POL,28.8
2020-01-01,POL,28.5
2021-01-01,POL,28.5
2022-01-01,POL,28.5
2023-01-01,POL,28.5
2003-01-01,PRT,38.8
2004-01-01,PRT,38.9
2005-01-01,PRT,38.5
2006-01-01,PRT,38.1
2007-01-01,PRT,36.8
2008-01-01,PRT,36.6
2009-01-01,PRT,34.9
2010-01-01,PRT,35.8
2011-01-01,PRT,36.3
2012-01-01,PRT,36.0
2013-01-01,PRT,36.2
2014-01-01,PRT,35.6
2015-01-01,PRT,35.5
2016-01-01,PRT,35.2
2017-01-01,PRT,33.8
2018-01-01,PRT,33.5
2019-01-01,PRT,32.8
2020-01-01,PRT,34.7
2021-01-01,PRT,34.6
2022-01-01,PRT,34.6
2023-01-01,PRT,34.6
1990-01-01,PRY,40.8
1991-01-01,PRY,40.8
1992-01-01,PRY,40.8
1993-01-01,PRY,40.8
1994-01-01,PRY,40.8
1995-01-01,PRY,58.1
1996-01-01,PRY,58.1
1997-01-01,PRY,54.9
1998-01-01,PRY,54.9
1999-01-01,PRY,54.6
2000-01-01,PRY,54.6
2001-01-01,PRY,54.6
2002-01-01,PRY,57.3
2003-01-01,PRY,54.9
2004-01-01,PRY,52.3
2005-01-01,PRY,51.4
2006-01-01,PRY,53.0
2007-01-01,PRY,53.0
2008-01-01,PRY,50.7
2009-01-01,PRY,49.1
2010-01-01,PRY,51.0
2011-01-01,PRY,52.3
2012-01-01,PRY,47.6
2013-01-01,PRY,47.9
2014-01-01,PRY,50.7
2015-01-01,PRY,47.6
2016-01-01,PRY,47.9
2017-01-01,PRY,48.5
2018-01-01,PRY,46.0
2019-01-01,PRY,45.7
2020-01-01,PRY,43.5
2021-01-01,PRY,42.9
2022-01-01,PRY,45.1
2023-01-01,PRY,45.1
2004-01-01,PSE,34.0
2005-01-01,PSE,34.7
2006-01-01,PSE,34.0
2007-01-01,PSE,35.6
2008-01-01,PSE,35.6
2009-01-01,PSE,34.5
2010-01-01,PSE,35.3
2011-01-01,PSE,34.4
2012-01-01,PSE,34.4
2013-01-01,PSE,34.4
2014-01-01,PSE,34.4
2015-01-01,PSE,34.4
2016-01-01,PSE,33.7
2017-01-01,PSE,33.7
2018-01-01,PSE,33.7
2019-01-01,PSE,33.7
2020-01-01,PSE,33.7
2021-01-01,PSE,33.7
2022-01-01,PSE,33.7
2023-01-01,PSE,33.7
2017-01-01,QAT,35.1
2018-01-01,QAT,35.1
2019-01-01,QAT,35.1
2020-01-01,QAT,35.1
2021-01-01,QAT,35.1
2022-01-01,QAT,35.1
2023-01-01,QAT,35.1
2006-01-01,ROU,39.6
2007-01-01,ROU,37.5
2008-01-01,ROU,36.4
2009-01-01,ROU,35.6
2010-01-01,ROU,35.5
2011-01-01,ROU,35.9
2012-01-01,ROU,36.5
2013-01-01,ROU,36.9
2014-01-01,ROU,36.0
2015-01-01,ROU,35.9
2016-01-01,ROU,34.4
2017-01-01,ROU,36.0
2018-01-01,ROU,35.8
2019-01-01,ROU,34.8
2020-01-01,ROU,34.6
2021-01-01,ROU,33.9
2022-01-01,ROU,33.9
2023-01-01,ROU,33.9
2008-01-01,RUS,42.8
2009-01-01,RUS,42.8
2010-01-01,RUS,39.6
2011-01-01,RUS,37.6
2012-01-01,RUS,37.6
2013-01-01,RUS,37.6
2014-01-01,RUS,36.9
2015-01-01,RUS,36.5
2016-01-01,RUS,36.7
2017-01-01,RUS,35.5
2018-01-01,RUS,35.3
2019-01-01,RUS,35.7
2020-01-01,RUS,33.7
2021-01-01,RUS,35.1
2022-01-01,RUS,35.1
2023-01-01,RUS,35.1
2000-01-01,RWA,48.5
2001-01-01,RWA,48.5
2002-01-01,RWA,48.5
2003-01-01,RWA,48.5
2004-01-01,RWA,48.5
2005-01-01,RWA,52.0
2006-01-01,RWA,52.0
2007-01-01,RWA,52.0
2008-01-01,RWA,52.0
2009-01-01,RWA,52.0
2010-01-01,RWA,47.2
2011-01-01,RWA,47.2
2012-01-01,RWA,47.2
2013-01-01,RWA,45.1
2014-01-01,RWA,45.1
2015-01-01,RWA,45.1
2016-01-01,RWA,43.7
2017-01-01,RWA,43.7
2018-01-01,RWA,43.7
2019-01-01,RWA,43.7
2020-01-01,RWA,43.7
2021-01-01,RWA,43.7
2022-01-01,RWA,43.7
2023-01-01,RWA,43.7
2009-01-01,SDN,35.4
2010-01-01,SDN,35.4
2011-01-01,SDN,35.4
2012-01-01,SDN,35.4
2013-01-01,SDN,35.4
2014-01-01,SDN,34.2
2015-01-01,SDN,34.2
2016-01-01,SDN,34.2
2017-01-01,SDN,34.2
2018-01-01,SDN,34.2
2019-01-01,SDN,34.2
2020-01-01,SDN,34.2
2021-01-01,SDN,34.2
2022-01-01,SDN,34.2
2023-01-01,SDN,34.2
1991-01-01,SEN,54.0
1992-01-01,SEN,54.0
1993-01-01,SEN,54.0
1994-01-01,SEN,39.2
1995-01-01,SEN,39.2
1996-01-01,SEN,39.2
1997-01-01,SEN,39.2
1998-01-01,SEN,39.2
1999-01-01,SEN,39.2
2000-01-01,SEN,39.2
2001-01-01,SEN,41.2
2002-01-01,SEN,41.2
2003-01-01,SEN,41.2
2004-01-01,SEN,41.2
2005-01-01,SEN,39.2
2006-01-01,SEN,39.2
2007-01-01,SEN,39.2
2008-01-01,SEN,39.2
2009-01-01,SEN,39.2
2010-01-01,SEN,39.2
2011-01-01,SEN,40.3
2012-01-01,SEN,40.3
2013-01-01,SEN,40.3
2014-01-01,SEN,40.3
2015-01-01,SEN,40.3
2016-01-01,SEN,40.3
2017-01-01,SEN,40.3
2018-01-01,SEN,38.3
2019-01-01,SEN,38.3
2020-01-01,SEN,38.3
2021-01-01,SEN,36.2
2022-01-01,SEN,36.2
2023-01-01,SEN,36.2
1969-01-01,SGP,42.8
1970-01-01,SGP,44.1
1971-01-01,SGP,43.8
1972-01-01,SGP,44.7
1973-01-01,SGP,44.5
1974-01-01,SGP,44.2
1975-01-01,SGP,44.9
1976-01-01,SGP,44.8
1977-01-01,SGP,44.0
1978-01-01,SGP,45.1
1979-01-01,SGP,47.1
1980-01-01,SGP,45.4
1981-01-01,SGP,45.5
1982-01-01,SGP,46.2
1983-01-01,SGP,45.5
1984-01-01,SGP,45.0
1985-01-01,SGP,46.7
1986-01-01,SGP,46.1
1987-01-01,SGP,48.1
1988-01-01,SGP,46.5
1989-01-01,SGP,47.1
1990-01-01,SGP,47.3
1991-01-01,SGP,45.7
1992-01-01,SGP,45.4
1993-01-01,SGP,45.4
1994-01-01,SGP,43.7
1995-01-01,SGP,43.6
1996-01-01,SGP,45.9
1997-01-01,SGP,46.0
1998-01-01,SGP,47.6
1999-01-01,SGP,50.5
2000-01-01,SGP,51.6
2001-01-01,SGP,55.1
2002-01-01,SGP,54.7
2003-01-01,SGP,53.4
2004-01-01,SGP,51.6
2005-01-01,SGP,50.6
2006-01-01,SGP,51.9
2007-01-01,SGP,51.2
2008-01-01,SGP,54.9
2009-01-01,SGP,53.3
2010-01-01,SGP,52.3
2011-01-01,SGP,53.6
2012-01-01,SGP,53.4
2013-01-01,SGP,53.7
2014-01-01,SGP,54.4
2015-01-01,SGP,54.5
2016-01-01,SGP,54.5
2017-01-01,SGP,54.5
2018-01-01,SGP,54.5
2019-01-01,SGP,54.5
2020-01-01,SGP,54.5
2021-01-01,SGP,54.5
2022-01-01,SGP,54.5
2023-01-01,SGP,54.5
2005-01-01,SLB,46.1
2006-01-01,SLB,46.1
2007-01-01,SLB,46.1
2008-01-01,SLB,46.1
2009-01-01,SLB,46.1
2010-01-01,SLB,46.1
2011-01-01,SLB,46.1
2012-01-01,SLB,37.1
2013-01-01,SLB,37.1
2014-01-01,SLB,37.1
2015-01-01,SLB,37.1
2016-01-01,SLB,37.1
2017-01-01,SLB,37.1
2018-01-01,SLB,37.1
2019-01-01,SLB,37.1
2020-01-01,SLB,37.1
2021-01-01,SLB,37.1
2022-01-01,SLB,37.1
2023-01-01,SLB,37.1
2003-01-01,SLE,40.2
2004-01-01,SLE,40.2
2005-01-01,SLE,40.2
2006-01-01,SLE,40.2
2007-01-01,SLE,40.2
2008-01-01,SLE,40.2
2009-01-01,SLE,40.2
2010-01-01,SLE,40.2
2011-01-01,SLE,34.0
2012-01-01,SLE,34.0
2013-01-01,SLE,34.0
2014-01-01,SLE,34.0
2015-01-01,SLE,34.0
2016-01-01,SLE,34.0
2017-01-01,SLE,34.0
2018-01-01,SLE,35.7
2019-01-01,SLE,35.7
2020-01-01,SLE,35.7
2021-01-01,SLE,35.7
2022-01-01,SLE,35.7
2023-01-01,SLE,35.7
1989-01-01,SLV,48.7
1990-01-01,SLV,48.7
1991-01-01,SLV,53.8
1992-01-01,SLV,53.8
1993-01-01,SLV,53.8
1994-01-01,SLV,53.8
1995-01-01,SLV,49.8
1996-01-01,SLV,51.0
1997-01-01,SLV,51.0
1998-01-01,SLV,54.4
1999-01-01,SLV,52.1
2000-01-01,SLV,51.5
2001-01-01,SLV,51.3
2002-01-01,SLV,51.9
2003-01-01,SLV,50.4
2004-01-01,SLV,47.8
2005-01-01,SLV,48.5
2006-01-01,SLV,45.7
2007-01-01,SLV,45.2
2008-01-01,SLV,46.9
2009-01-01,SLV,45.8
2010-01-01,SLV,43.5
2011-01-01,SLV,42.3
2012-01-01,SLV,41.8
2013-01-01,SLV,43.4
2014-01-01,SLV,41.6
2015-01-01,SLV,40.6
2016-01-01,SLV,40.0
2017-01-01,SLV,38.0
2018-01-01,SLV,38.6
2019-01-01,SLV,38.8
2020-01-01,SLV,38.8
2021-01-01,SLV,39.0
2022-01-01,SLV,38.8
2023-01-01,SLV,38.8
2012-01-01,SRB,39.9
2013-01-01,SRB,39.4
2014-01-01,SRB,40.4
2015-01-01,SRB,40.5
2016-01-01,SRB,38.8
2017-01-01,SRB,36.1
2018-01-01,SRB,35.0
2019-01-01,SRB,34.5
2020-01-01,SRB,35.0
2021-01-01,SRB,33.1
2022-01-01,SRB,33.1
2023-01-01,SRB,33.1
2009-01-01,SSD,46.3
2010-01-01,SSD,46.3
2011-01-01,SSD,46.3
2012-01-01,SSD,46.3
2013-01-01,SSD,46.3
2014-01-01,SSD,46.3
2015-01-01,SSD,46.3
2016-01-01,SSD,44.1
2017-01-01,SSD,44.1
2018-01-01,SSD,44.1
2019-01-01,SSD,44.1
2020-01-01,SSD,44.1
2021-01-01,SSD,44.1
2022-01-01,SSD,44.1
2023-01-01,SSD,44.1
2000-01-01,STP,32.1
2001-01-01,STP,32.1
2002-01-01,STP,32.1
2003-01-01,STP,32.1
2004-01-01,STP,32.1
2005-01-01,STP,32.1
2006-01-01,STP,32.1
2007-01-01,STP,32.1
2008-01-01,STP,32.1
2009-01-01,STP,32.1
2010-01-01,STP,30.8
2011-01-01,STP,30.8
2012-01-01,STP,30.8
2013-01-01,STP,30.8
2014-01-01,STP,30.8
2015-01-01,STP,30.8
2016-01-01,STP,30.8
2017-01-01,STP,40.7
2018-01-01,STP,40.7
2019-01-01,STP,40.7
2020-01-01,STP,40.7
2021-01-01,STP,40.7
2022-01-01,STP,40.7
2023-01-01,STP,40.7
2022-01-01,SUR,39.2
2023-01-01,SUR,39.2
2004-01-01,SVK,27.1
2005-01-01,SVK,29.3
2006-01-01,SVK,25.8
2007-01-01,SVK,24.7
2008-01-01,SVK,26.0
2009-01-01,SVK,27.2
2010-01-01,SVK,27.3
2011-01-01,SVK,26.5
2012-01-01,SVK,26.1
2013-01-01,SVK,28.1
2014-01-01,SVK,26.1
2015-01-01,SVK,26.5
2016-01-01,SVK,25.2
2017-01-01,SVK,23.2
2018-01-01,SVK,25.0
2019-01-01,SVK,23.2
2020-01-01,SVK,24.2
2021-01-01,SVK,24.1
2022-01-01,SVK,24.1
2023-01-01,SVK,24.1
2004-01-01,SVN,24.8
2005-01-01,SVN,24.6
2006-01-01,SVN,24.4
2007-01-01,SVN,24.4
2008-01-01,SVN,23.7
2009-01-01,SVN,24.8
2010-01-01,SVN,24.9
2011-01-01,SVN,24.9
2012-01-01,SVN,25.6
2013-01-01,SVN,26.2
2014-01-01,SVN,25.7
2015-01-01,SVN,25.4
2016-01-01,SVN,24.8
2017-01-01,SVN,24.2
2018-01-01,SVN,24.6
2019-01-01,SVN,24.4
2020-01-01,SVN,24.0
2021-01-01,SVN,24.3
2022-01-01,SVN,24.3
2023-01-01,SVN,24.3
1975-01-01,SWE,24.3
1976-01-01,SWE,24.3
1977-01-01,SWE,24.3
1978-01-01,SWE,24.3
1979-01-01,SWE,24.3
1980-01-01,SWE,24.3
1981-01-01,SWE,22.9
1982-01-01,SWE,22.9
1983-01-01,SWE,19.8
1984-01-01,SWE,19.8
1985-01-01,SWE,19.8
1986-01-01,SWE,19.8
1987-01-01,SWE,23.1
1988-01-01,SWE,23.1
1989-01-01,SWE,23.1
1990-01-01,SWE,23.1
1991-01-01,SWE,20.9
1992-01-01,SWE,24.9
1993-01-01,SWE,24.9
1994-01-01,SWE,24.9
1995-01-01,SWE,25.2
1996-01-01,SWE,25.2
1997-01-01,SWE,25.2
1998-01-01,SWE,25.2
1999-01-01,SWE,25.2
2000-01-01,SWE,27.0
2001-01-01,SWE,26.5
2002-01-01,SWE,26.2
2003-01-01,SWE,25.3
2004-01-01,SWE,26.1
2005-01-01,SWE,26.8
2006-01-01,SWE,26.4
2007-01-01,SWE,27.1
2008-01-01,SWE,28.1
2009-01-01,SWE,27.3
2010-01-01,SWE,27.7
2011-01-01,SWE,27.6
2012-01-01,SWE,27.6
2013-01-01,SWE,28.8
2014-01-01,SWE,28.4
2015-01-01,SWE,29.2
2016-01-01,SWE,29.6
2017-01-01,SWE,28.8
2018-01-01,SWE,30.0
2019-01-01,SWE,29.3
2020-01-01,SWE,28.9
2021-01-01,SWE,29.8
2022-01-01,SWE,28.999999999999996
2023-01-01,SWE,28.999999999999996
1994-01-01,SWZ,58.6
1995-01-01,SWZ,58.6
1996-01-01,SWZ,58.6
1997-01-01,SWZ,58.6
1998-01-01,SWZ,58.6
1999-01-01,SWZ,58.6
2000-01-01,SWZ,53.1
2001-01-01,SWZ,53.1
2002-01-01,SWZ,53.1
2003-01-01,SWZ,53.1
2004-01-01,SWZ,53.1
2005-01-01,SWZ,53.1
2006-01-01,SWZ,53.1
2007-01-01,SWZ,53.1
2008-01-01,SWZ,53.1
2009-01-01,SWZ,51.4
2010-01-01,SWZ,51.4
2011-01-01,SWZ,51.4
2012-01-01,SWZ,51.4
2013-01-01,SWZ,51.4
2014-01-01,SWZ,51.4
2015-01-01,SWZ,51.4
2016-01-01,SWZ,54.6
2017-01-01,SWZ,54.6
2018-01-01,SWZ,54.6
2019-01-01,SWZ,54.6
2020-01-01,SWZ,54.6
2021-01-01,SWZ,54.6
2022-01-01,SWZ,54.6
2023-01-01,SWZ,54.6
2013-01-01,SYC,46.8
2014-01-01,SYC,46.8
2015-01-01,SYC,46.8
2016-01-01,SYC,46.8
2017-01-01,SYC,46.8
2018-01-01,SYC,32.1
2019-01-01,SYC,32.1
2020-01-01,SYC,32.1
2021-01-01,SYC,32.1
2022-01-01,SYC,32.1
2023-01-01,SYC,32.1
1996-01-01,SYR,35.2
1997-01-01,SYR,35.2
1998-01-01,SYR,35.2
1999-01-01,SYR,35.2
2000-01-01,SYR,35.2
2001-01-01,SYR,35.2
2002-01-01,SYR,35.2
2003-01-01,SYR,37.5
2004-01-01,SYR,37.5
2005-01-01,SYR,37.5
2006-01-01,SYR,40.1
2007-01-01,SYR,40.1
2008-01-01,SYR,40.1
2009-01-01,SYR,40.4
2010-01-01,SYR,40.4
2011-01-01,SYR,40.4
2012-01-01,SYR,40.4
2013-01-01,SYR,40.4
2014-01-01,SYR,40.4
2015-01-01,SYR,40.4
2016-01-01,SYR,40.4
2017-01-01,SYR,40.4
2018-01-01,SYR,40.4
2019-01-01,SYR,40.4
2020-01-01,SYR,40.4
2021-01-01,SYR,40.4
2022-01-01,SYR,26.6
2023-01-01,SYR,26.6
2003-01-01,TCD,39.8
2004-01-01,TCD,39.8
2005-01-01,TCD,39.8
2006-01-01,TCD,39.8
2007-01-01,TCD,39.8
2008-01-01,TCD,39.8
2009-01-01,TCD,39.8
2010-01-01,TCD,39.8
2011-01-01,TCD,43.3
2012-01-01,TCD,43.3
2013-01-01,TCD,43.3
2014-01-01,TCD,43.3
2015-01-01,TCD,43.3
2016-01-01,TCD,43.3
2017-01-01,TCD,43.3
2018-01-01,TCD,37.5
2019-01-01,TCD,37.5
2020-01-01,TCD,37.5
2021-01-01,TCD,37.5
2022-01-01,TCD,37.4
2023-01-01,TCD,37.4
2006-01-01,TGO,42.2
2007-01-01,TGO,42.2
2008-01-01,TGO,42.2
2009-01-01,TGO,42.2
2010-01-01,TGO,42.2
2011-01-01,TGO,46.0
2012-01-01,TGO,46.0
2013-01-01,TGO,46.0
2014-01-01,TGO,46.0
2015-01-01,TGO,43.0
2016-01-01,TGO,43.0
2017-01-01,TGO,43.0
2018-01-01,TGO,42.5
2019-01-01,TGO,42.5
2020-01-01,TGO,42.5
2021-01-01,TGO,37.9
2022-01-01,TGO,37.9
2023-01-01,TGO,37.9
1981-01-01,THA,45.2
1982-01-01,THA,45.2
1983-01-01,THA,45.2
1984-01-01,THA,45.2
1985-01-01,THA,45.2
1986-01-01,THA,45.2
1987-01-01,THA,45.2
1988-01-01,THA,43.8
1989-01-01,THA,43.8
1990-01-01,THA,45.3
1991-01-01,THA,45.3
1992-01-01,THA,47.9
1993-01-01,THA,47.9
1994-01-01,THA,43.5
1995-01-01,THA,43.5
1996-01-01,THA,42.9
1997-01-01,THA,42.9
1998-01-01,THA,41.5
1999-01-01,THA,43.1
2000-01-01,THA,42.8
2001-01-01,THA,42.8
2002-01-01,THA,41.9
2003-01-01,THA,41.9
2004-01-01,THA,42.5
2005-01-01,THA,42.5
2006-01-01,THA,41.8
2007-01-01,THA,39.8
2008-01-01,THA,40.3
2009-01-01,THA,39.6
2010-01-01,THA,39.4
2011-01-01,THA,37.5
2012-01-01,THA,39.3
2013-01-01,THA,37.8
2014-01-01,THA,37.0
2015-01-01,THA,36.0
2016-01-01,THA,36.9
2017-01-01,THA,36.4
2018-01-01,THA,36.4
2019-01-01,THA,34.9
2020-01-01,THA,35.0
2021-01-01,THA,34.9
2022-01-01,THA,34.9
2023-01-01,THA,34.9
1999-01-01,TJK,29.5
2000-01-01,TJK,29.5
2001-01-01,TJK,29.5
2002-01-01,TJK,29.5
2003-01-01,TJK,32.7
2004-01-01,TJK,33.6
2005-01-01,TJK,33.6
2006-01-01,TJK,33.6
2007-01-01,TJK,32.2
2008-01-01,TJK,32.2
2009-01-01,TJK,30.8
2010-01-01,TJK,30.8
2011-01-01,TJK,30.8
2012-01-01,TJK,30.8
2013-01-01,TJK,30.8
2014-01-01,TJK,30.8
2015-01-01,TJK,34.0
2016-01-01,TJK,34.0
2017-01-01,TJK,34.0
2018-01-01,TJK,34.0
2019-01-01,TJK,34.0
2020-01-01,TJK,34.0
2021-01-01,TJK,34.0
2022-01-01,TJK,34.0
2023-01-01,TJK,34.0
1998-01-01,TKM,40.8
1999-01-01,TKM,40.8
2000-01-01,TKM,40.8
2001-01-01,TKM,40.8
2002-01-01,TKM,40.8
2003-01-01,TKM,40.8
2004-01-01,TKM,40.8
2005-01-01,TKM,40.8
2006-01-01,TKM,40.8
2007-01-01,TKM,40.8
2008-01-01,TKM,40.8
2009-01-01,TKM,40.8
2010-01-01,TKM,40.8
2011-01-01,TKM,40.8
2012-01-01,TKM,40.8
2013-01-01,TKM,40.8
2014-01-01,TKM,40.8
2015-01-01,TKM,40.8
2016-01-01,TKM,40.8
2017-01-01,TKM,40.8
2018-01-01,TKM,40.8
2019-01-01,TKM,40.8
2020-01-01,TKM,40.8
2021-01-01,TKM,40.8
2022-01-01,TKM,40.8
2023-01-01,TKM,40.8
2001-01-01,TLS,35.9
2002-01-01,TLS,35.9
2003-01-01,TLS,35.9
2004-01-01,TLS,35.9
2005-01-01,TLS,35.9
2006-01-01,TLS,35.9
2007-01-01,TLS,27.8
2008-01-01,TLS,27.8
2009-01-01,TLS,27.8
2010-01-01,TLS,27.8
2011-01-01,TLS,27.8
2012-01-01,TLS,27.8
2013-01-01,TLS,27.8
2014-01-01,TLS,28.7
2015-01-01,TLS,28.7
2016-01-01,TLS,28.7
2017-01-01,TLS,28.7
2018-01-01,TLS,28.7
2019-01-01,TLS,28.7
2020-01-01,TLS,28.7
2021-01-01,TLS,28.7
2022-01-01,TLS,28.7
2023-01-01,TLS,28.7
2000-01-01,TON,37.7
2001-01-01,TON,37.7
2002-01-01,TON,37.7
2003-01-01,TON,37.7
2004-01-01,TON,37.7
2005-01-01,TON,37.7
2006-01-01,TON,37.7
2007-01-01,TON,37.7
2008-01-01,TON,37.7
2009-01-01,TON,37.5
2010-01-01,TON,37.5
2011-01-01,TON,37.5
2012-01-01,TON,37.5
2013-01-01,TON,37.5
2014-01-01,TON,37.5
2015-01-01,TON,33.5
2016-01-01,TON,33.5
2017-01-01,TON,33.5
2018-01-01,TON,33.5
2019-01-01,TON,33.5
2020-01-01,TON,33.5
2021-01-01,TON,27.1
2022-01-01,TON,27.1
2023-01-01,TON,27.1
1988-01-01,TTO,42.6
1989-01-01,TTO,42.6
1990-01-01,TTO,42.6
1991-01-01,TTO,42.6
1992-01-01,TTO,40.2
1993-01-01,TTO,40.2
1994-01-01,TTO,40.2
1995-01-01,TTO,40.2
1996-01-01,TTO,40.2
1997-01-01,TTO,40.2
1998-01-01,TTO,40.2
1999-01-01,TTO,40.2
2000-01-01,TTO,40.2
2001-01-01,TTO,40.2
2002-01-01,TTO,40.2
2003-01-01,TTO,40.2
2004-01-01,TTO,40.2
2005-01-01,TTO,40.2
2006-01-01,TTO,40.2
2007-01-01,TTO,40.2
2008-01-01,TTO,40.2
2009-01-01,TTO,40.2
2010-01-01,TTO,40.2
2011-01-01,TTO,40.2
2012-01-01,TTO,40.2
2013-01-01,TTO,40.2
2014-01-01,TTO,40.2
2015-01-01,TTO,40.2
2016-01-01,TTO,40.2
2017-01-01,TTO,40.2
2018-01-01,TTO,40.2
2019-01-01,TTO,40.2
2020-01-01,TTO,40.2
2021-01-01,TTO,40.2
2022-01-01,TTO,40.2
2023-01-01,TTO,40.2
1985-01-01,TUN,43.4
1986-01-01,TUN,43.4
1987-01-01,TUN,43.4
1988-01-01,TUN,43.4
1989-01-01,TUN,43.4
1990-01-01,TUN,40.1
1991-01-01,TUN,40.1
1992-01-01,TUN,40.1
1993-01-01,TUN,40.1
1994-01-01,TUN,40.1
1995-01-01,TUN,41.7
1996-01-01,TUN,41.7
1997-01-01,TUN,41.7
1998-01-01,TUN,41.7
1999-01-01,TUN,41.7
2000-01-01,TUN,40.8
2001-01-01,TUN,40.8
2002-01-01,TUN,40.8
2003-01-01,TUN,40.8
2004-01-01,TUN,40.8
2005-01-01,TUN,37.7
2006-01-01,TUN,37.7
2007-01-01,TUN,37.7
2008-01-01,TUN,37.7
2009-01-01,TUN,37.7
2010-01-01,TUN,35.8
2011-01-01,TUN,35.8
2012-01-01,TUN,35.8
2013-01-01,TUN,35.8
2014-01-01,TUN,35.8
2015-01-01,TUN,32.8
2016-01-01,TUN,32.8
2017-01-01,TUN,32.8
2018-01-01,TUN,32.8
2019-01-01,TUN,32.8
2020-01-01,TUN,32.8
2021-01-01,TUN,33.7
2022-01-01,TUN,33.7
2023-01-01,TUN,33.7
1987-01-01,TUR,43.4
1988-01-01,TUR,43.4
1989-01-01,TUR,43.4
1990-01-01,TUR,43.4
1991-01-01,TUR,43.4
1992-01-01,TUR,43.4
1993-01-01,TUR,43.4
1994-01-01,TUR,49.0
1995-01-01,TUR,49.0
1996-01-01,TUR,49.0
1997-01-01,TUR,49.0
1998-01-01,TUR,49.0
1999-01-01,TUR,49.0
2000-01-01,TUR,49.0
2001-01-01,TUR,49.0
2002-01-01,TUR,49.0
2003-01-01,TUR,49.0
2004-01-01,TUR,43.0
2005-01-01,TUR,43.0
2006-01-01,TUR,43.0
2007-01-01,TUR,40.9
2008-01-01,TUR,40.9
2009-01-01,TUR,41.099999999999994
2010-01-01,TUR,41.699999999999996
2011-01-01,TUR,81.5
2012-01-01,TUR,39.900000000000006
2013-01-01,TUR,39.0
2014-01-01,TUR,39.800000000000004
2015-01-01,TUR,40.400000000000006
2016-01-01,TUR,40.400000000000006
2017-01-01,TUR,43.5
2018-01-01,TUR,42.4
2019-01-01,TUR,43.8
2020-01-01,TUR,43.0
2021-01-01,TUR,44.4
2022-01-01,TUR,44.4
2023-01-01,TUR,44.4
2010-01-01,TUV,39.1
2011-01-01,TUV,39.1
2012-01-01,TUV,39.1
2013-01-01,TUV,39.1
2014-01-01,TUV,39.1
2015-01-01,TUV,39.1
2016-01-01,TUV,39.1
2017-01-01,TUV,39.1
2018-01-01,TUV,39.1
2019-01-01,TUV,39.1
2020-01-01,TUV,39.1
2021-01-01,TUV,39.1
2022-01-01,TUV,39.1
2023-01-01,TUV,39.1
1991-01-01,TZA,35.3
1992-01-01,TZA,35.3
1993-01-01,TZA,35.3
1994-01-01,TZA,35.3
1995-01-01,TZA,35.3
1996-01-01,TZA,35.3
1997-01-01,TZA,35.3
1998-01-01,TZA,35.3
1999-01-01,TZA,35.3
2000-01-01,TZA,37.3
2001-01-01,TZA,37.3
2002-01-01,TZA,37.3
2003-01-01,TZA,37.3
2004-01-01,TZA,37.3
2005-01-01,TZA,37.3
2006-01-01,TZA,37.3
2007-01-01,TZA,40.3
2008-01-01,TZA,40.3
2009-01-01,TZA,40.3
2010-01-01,TZA,40.3
2011-01-01,TZA,37.8
