Year,Country Code,Gini_coefficient
2000-01-01,AGO,51.9
2001-01-01,AGO,51.9
2002-01-01,AGO,51.9
2003-01-01,AGO,51.9
2004-01-01,AGO,51.9
2005-01-01,AGO,51.9
2006-01-01,AGO,51.9
2007-01-01,AGO,51.9
2008-01-01,AGO,42.7
2009-01-01,AGO,42.7
2010-01-01,AGO,42.7
2011-01-01,AGO,42.7
2012-01-01,AGO,42.7
2013-01-01,AGO,42.7
2014-01-01,AGO,42.7
2015-01-01,AGO,42.7
2016-01-01,AGO,42.7
2017-01-01,AGO,42.7
2018-01-01,AGO,51.3
2019-01-01,AGO,51.3
2020-01-01,AGO,51.3
2021-01-01,AGO,51.3
2022-01-01,AGO,51.3
2023-01-01,AGO,51.3
1996-01-01,ALB,27.0
1997-01-01,ALB,27.0
1998-01-01,ALB,27.0
1999-01-01,ALB,27.0
2000-01-01,ALB,27.0
2001-01-01,ALB,27.0
2002-01-01,ALB,31.7
2003-01-01,ALB,31.7
2004-01-01,ALB,31.7
2005-01-01,ALB,30.6
2006-01-01,ALB,30.6
2007-01-01,ALB,30.6
2008-01-01,ALB,30.0
2009-01-01,ALB,30.0
2010-01-01,ALB,30.0
2011-01-01,ALB,30.0
2012-01-01,ALB,29.0
2013-01-01,ALB,29.0
2014-01-01,ALB,34.6
2015-01-01,ALB,32.8
2016-01-01,ALB,33.7
2017-01-01,ALB,33.1
2018-01-01,ALB,30.1
2019-01-01,ALB,30.1
2020-01-01,ALB,29.4
2021-01-01,ALB,29.4
2022-01-01,ALB,29.4
2023-01-01,ALB,29.4
2013-01-01,ARE,32.5
2014-01-01,ARE,32.5
2015-01-01,ARE,32.5
2016-01-01,ARE,32.5
2017-01-01,ARE,32.5
2018-01-01,ARE,26.4
2019-01-01,ARE,26.4
2020-01-01,ARE,26.4
2021-01-01,ARE,26.4
2022-01-01,ARE,26.4
2023-01-01,ARE,26.4
1980-01-01,ARG,40.8
1981-01-01,ARG,40.8
1982-01-01,ARG,40.8
1983-01-01,ARG,40.8
1984-01-01,ARG,40.8
1985-01-01,ARG,40.8
1986-01-01,ARG,42.8
1987-01-01,ARG,45.3
1988-01-01,ARG,45.3
1989-01-01,ARG,45.3
1990-01-01,ARG,45.3
1991-01-01,ARG,46.8
1992-01-01,ARG,45.5
1993-01-01,ARG,44.8
1994-01-01,ARG,45.9
1995-01-01,ARG,48.9
1996-01-01,ARG,49.5
1997-01-01,ARG,49.1
1998-01-01,ARG,50.7
1999-01-01,ARG,49.8
2000-01-01,ARG,51.0
2001-01-01,ARG,53.3
2002-01-01,ARG,53.8
2003-01-01,ARG,51.0
2004-01-01,ARG,48.5
2005-01-01,ARG,47.8
2006-01-01,ARG,46.4
2007-01-01,ARG,46.3
2008-01-01,ARG,45.0
2009-01-01,ARG,43.8
2010-01-01,ARG,43.7
2011-01-01,ARG,42.7
2012-01-01,ARG,41.4
2013-01-01,ARG,41.1
2014-01-01,ARG,41.8
2015-01-01,ARG,41.8
2016-01-01,ARG,42.3
2017-01-01,ARG,41.4
2018-01-01,ARG,41.7
2019-01-01,ARG,43.3
2020-01-01,ARG,42.7
2021-01-01,ARG,42.4
2022-01-01,ARG,40.7
2023-01-01,ARG,40.7
1999-01-01,ARM,36.2
2000-01-01,ARM,36.2
2001-01-01,ARM,35.4
2002-01-01,ARM,34.8
2003-01-01,ARM,33.0
2004-01-01,ARM,37.5
2005-01-01,ARM,36.0
2006-01-01,ARM,29.7
2007-01-01,ARM,31.2
2008-01-01,ARM,29.2
2009-01-01,ARM,28.0
2010-01-01,ARM,30.0
2011-01-01,ARM,29.4
2012-01-01,ARM,29.6
2013-01-01,ARM,30.6
2014-01-01,ARM,31.5
2015-01-01,ARM,32.4
2016-01-01,ARM,32.5
2017-01-01,ARM,33.6
2018-01-01,ARM,34.4
2019-01-01,ARM,30.0
2020-01-01,ARM,25.1
2021-01-01,ARM,27.9
2022-01-01,ARM,27.9
2023-01-01,ARM,27.9
1981-01-01,AUS,31.3
1982-01-01,AUS,31.3
1983-01-01,AUS,31.3
1984-01-01,AUS,31.3
1985-01-01,AUS,32.5
1986-01-01,AUS,32.5
1987-01-01,AUS,32.5
1988-01-01,AUS,32.5
1989-01-01,AUS,33.2
1990-01-01,AUS,33.2
1991-01-01,AUS,33.2
1992-01-01,AUS,33.2
1993-01-01,AUS,33.2
1994-01-01,AUS,33.2
1995-01-01,AUS,32.6
1996-01-01,AUS,32.6
1997-01-01,AUS,32.6
1998-01-01,AUS,32.6
1999-01-01,AUS,32.6
2000-01-01,AUS,31.7
2001-01-01,AUS,33.5
2002-01-01,AUS,33.5
2003-01-01,AUS,33.5
2004-01-01,AUS,33.1
2005-01-01,AUS,33.1
2006-01-01,AUS,33.1
2007-01-01,AUS,33.1
2008-01-01,AUS,35.4
2009-01-01,AUS,35.4
2010-01-01,AUS,34.7
2011-01-01,AUS,34.7
2012-01-01,AUS,33.5
2013-01-01,AUS,33.5
2014-01-01,AUS,34.4
2015-01-01,AUS,34.4
2016-01-01,AUS,33.7
2017-01-01,AUS,33.7
2018-01-01,AUS,34.3
2019-01-01,AUS,34.3
2020-01-01,AUS,31.8
2021-01-01,AUS,31.8
2022-01-01,AUS,31.8
2023-01-01,AUS,31.8
1994-01-01,AUT,30.8
1995-01-01,AUT,29.9
1996-01-01,AUT,29.3
1997-01-01,AUT,29.1
1998-01-01,AUT,31.3
1999-01-01,AUT,29.7
2000-01-01,AUT,29.0
2001-01-01,AUT,29.0
2002-01-01,AUT,29.0
2003-01-01,AUT,29.5
2004-01-01,AUT,29.8
2005-01-01,AUT,28.7
2006-01-01,AUT,29.6
2007-01-01,AUT,30.6
2008-01-01,AUT,30.4
2009-01-01,AUT,31.5
2010-01-01,AUT,30.3
2011-01-01,AUT,30.8
2012-01-01,AUT,30.5
2013-01-01,AUT,30.8
2014-01-01,AUT,30.5
2015-01-01,AUT,30.5
2016-01-01,AUT,30.8
2017-01-01,AUT,29.7
2018-01-01,AUT,30.8
2019-01-01,AUT,30.2
2020-01-01,AUT,29.8
2021-01-01,AUT,30.7
2022-01-01,AUT,30.7
2023-01-01,AUT,30.7
1995-01-01,AZE,34.6
1996-01-01,AZE,34.6
1997-01-01,AZE,34.6
1998-01-01,AZE,34.6
1999-01-01,AZE,34.6
2000-01-01,AZE,34.6
2001-01-01,AZE,36.5
2002-01-01,AZE,25.3
2003-01-01,AZE,26.8
2004-01-01,AZE,26.6
2005-01-01,AZE,26.6
2006-01-01,AZE,26.6
2007-01-01,AZE,26.6
2008-01-01,AZE,26.6
2009-01-01,AZE,26.6
2010-01-01,AZE,26.6
2011-01-01,AZE,26.6
2012-01-01,AZE,26.6
2013-01-01,AZE,26.6
2014-01-01,AZE,26.6
2015-01-01,AZE,26.6
2016-01-01,AZE,26.6
2017-01-01,AZE,26.6
2018-01-01,AZE,26.6
2019-01-01,AZE,26.6
2020-01-01,AZE,26.6
2021-01-01,AZE,26.6
2022-01-01,AZE,26.6
2023-01-01,AZE,26.6
1992-01-01,BDI,33.3
1993-01-01,BDI,33.3
1994-01-01,BDI,33.3
1995-01-01,BDI,33.3
1996-01-01,BDI,33.3
1997-01-01,BDI,33.3
1998-01-01,BDI,42.1
1999-01-01,BDI,42.1
2000-01-01,BDI,42.1
2001-01-01,BDI,42.1
2002-01-01,BDI,42.1
2003-01-01,BDI,42.1
2004-01-01,BDI,42.1
2005-01-01,BDI,42.1
2006-01-01,BDI,33.4
2007-01-01,BDI,33.4
2008-01-01,BDI,33.4
2009-01-01,BDI,33.4
2010-01-01,BDI,33.4
2011-01-01,BDI,33.4
2012-01-01,BDI,33.4
2013-01-01,BDI,38.6
2014-01-01,BDI,38.6
2015-01-01,BDI,38.6
2016-01-01,BDI,38.6
2017-01-01,BDI,38.6
2018-01-01,BDI,38.6
2019-01-01,BDI,38.6
2020-01-01,BDI,37.5
2021-01-01,BDI,37.5
2022-01-01,BDI,37.5
2023-01-01,BDI,37.5
1985-01-01,BEL,25.2
1986-01-01,BEL,25.2
1987-01-01,BEL,25.2
1988-01-01,BEL,25.7
1989-01-01,BEL,25.7
1990-01-01,BEL,25.7
1991-01-01,BEL,25.7
1992-01-01,BEL,24.9
1993-01-01,BEL,24.9
1994-01-01,BEL,24.9
1995-01-01,BEL,28.4
1996-01-01,BEL,28.4
1997-01-01,BEL,26.8
1998-01-01,BEL,26.8
1999-01-01,BEL,26.8
2000-01-01,BEL,33.1
2001-01-01,BEL,33.1
2002-01-01,BEL,33.1
2003-01-01,BEL,28.1
2004-01-01,BEL,30.5
2005-01-01,BEL,29.3
2006-01-01,BEL,28.1
2007-01-01,BEL,29.2
2008-01-01,BEL,28.4
2009-01-01,BEL,28.6
2010-01-01,BEL,28.4
2011-01-01,BEL,28.1
2012-01-01,BEL,27.5
2013-01-01,BEL,27.7
2014-01-01,BEL,28.1
2015-01-01,BEL,27.7
2016-01-01,BEL,27.6
2017-01-01,BEL,27.4
2018-01-01,BEL,27.2
2019-01-01,BEL,27.2
2020-01-01,BEL,26.0
2021-01-01,BEL,26.6
2022-01-01,BEL,26.6
2023-01-01,BEL,26.6
2003-01-01,BEN,38.6
2004-01-01,BEN,38.6
2005-01-01,BEN,38.6
2006-01-01,BEN,38.6
2007-01-01,BEN,38.6
2008-01-01,BEN,38.6
2009-01-01,BEN,38.6
2010-01-01,BEN,38.6
2011-01-01,BEN,43.4
2012-01-01,BEN,43.4
2013-01-01,BEN,43.4
2014-01-01,BEN,43.4
2015-01-01,BEN,47.6
2016-01-01,BEN,47.6
2017-01-01,BEN,47.6
2018-01-01,BEN,37.9
2019-01-01,BEN,37.9
2020-01-01,BEN,37.9
2021-01-01,BEN,34.4
2022-01-01,BEN,34.4
2023-01-01,BEN,34.4
1994-01-01,BFA,48.0
1995-01-01,BFA,48.0
1996-01-01,BFA,48.0
1997-01-01,BFA,48.0
1998-01-01,BFA,49.9
1999-01-01,BFA,49.9
2000-01-01,BFA,49.9
2001-01-01,BFA,49.9
2002-01-01,BFA,49.9
2003-01-01,BFA,43.3
2004-01-01,BFA,43.3
2005-01-01,BFA,43.3
2006-01-01,BFA,43.3
2007-01-01,BFA,43.3
2008-01-01,BFA,43.3
2009-01-01,BFA,39.8
2010-01-01,BFA,39.8
2011-01-01,BFA,39.8
2012-01-01,BFA,39.8
2013-01-01,BFA,39.8
2014-01-01,BFA,35.3
2015-01-01,BFA,35.3
2016-01-01,BFA,35.3
2017-01-01,BFA,35.3
2018-01-01,BFA,43.0
2019-01-01,BFA,43.0
2020-01-01,BFA,43.0
2021-01-01,BFA,37.4
2022-01-01,BFA,37.4
2023-01-01,BFA,37.4
1983-01-01,BGD,25.9
1984-01-01,BGD,25.9
1985-01-01,BGD,26.9
1986-01-01,BGD,26.9
1987-01-01,BGD,26.9
1988-01-01,BGD,28.8
1989-01-01,BGD,28.8
1990-01-01,BGD,28.8
1991-01-01,BGD,27.6
1992-01-01,BGD,27.6
1993-01-01,BGD,27.6
1994-01-01,BGD,27.6
1995-01-01,BGD,32.9
1996-01-01,BGD,32.9
1997-01-01,BGD,32.9
1998-01-01,BGD,32.9
1999-01-01,BGD,32.9
2000-01-01,BGD,33.4
2001-01-01,BGD,33.4
2002-01-01,BGD,33.4
2003-01-01,BGD,33.4
2004-01-01,BGD,33.4
2005-01-01,BGD,33.2
2006-01-01,BGD,33.2
2007-01-01,BGD,33.2
2008-01-01,BGD,33.2
2009-01-01,BGD,33.2
2010-01-01,BGD,32.1
2011-01-01,BGD,32.1
2012-01-01,BGD,32.1
2013-01-01,BGD,32.1
2014-01-01,BGD,32.1
2015-01-01,BGD,32.1
2016-01-01,BGD,32.4
2017-01-01,BGD,32.4
2018-01-01,BGD,32.4
2019-01-01,BGD,32.4
2020-01-01,BGD,32.4
2021-01-01,BGD,32.4
2022-01-01,BGD,33.4
2023-01-01,BGD,33.4
2006-01-01,BGR,35.7
2007-01-01,BGR,36.1
2008-01-01,BGR,33.6
2009-01-01,BGR,33.8
2010-01-01,BGR,35.7
2011-01-01,BGR,34.3
2012-01-01,BGR,36.0
2013-01-01,BGR,36.6
2014-01-01,BGR,37.4
2015-01-01,BGR,38.6
2016-01-01,BGR,40.6
2017-01-01,BGR,40.4
2018-01-01,BGR,41.3
2019-01-01,BGR,40.3
2020-01-01,BGR,40.5
2021-01-01,BGR,39.0
2022-01-01,BGR,39.0
2023-01-01,BGR,39.0
2001-01-01,BIH,30.0
2002-01-01,BIH,30.0
2003-01-01,BIH,30.0
2004-01-01,BIH,34.0
2005-01-01,BIH,34.0
2006-01-01,BIH,34.0
2007-01-01,BIH,33.1
2008-01-01,BIH,33.1
2009-01-01,BIH,33.1
2010-01-01,BIH,33.1
2011-01-01,BIH,33.0
2012-01-01,BIH,33.0
2013-01-01,BIH,33.0
2014-01-01,BIH,33.0
2015-01-01,BIH,33.0
2016-01-01,BIH,33.0
2017-01-01,BIH,33.0
2018-01-01,BIH,33.0
2019-01-01,BIH,33.0
2020-01-01,BIH,33.0
2021-01-01,BIH,33.0
2022-01-01,BIH,33.0
2023-01-01,BIH,33.0
1998-01-01,BLR,32.0
1999-01-01,BLR,31.7
2000-01-01,BLR,31.2
2001-01-01,BLR,30.6
2002-01-01,BLR,30.3
2003-01-01,BLR,28.8
2004-01-01,BLR,26.5
2005-01-01,BLR,27.6
2006-01-01,BLR,28.3
2007-01-01,BLR,29.6
2008-01-01,BLR,27.8
2009-01-01,BLR,27.7
2010-01-01,BLR,28.6
2011-01-01,BLR,27.2
2012-01-01,BLR,26.5
2013-01-01,BLR,26.6
2014-01-01,BLR,27.2
2015-01-01,BLR,25.6
2016-01-01,BLR,25.3
2017-01-01,BLR,25.4
2018-01-01,BLR,25.2
2019-01-01,BLR,25.3
2020-01-01,BLR,24.4
2021-01-01,BLR,24.4
2022-01-01,BLR,24.4
2023-01-01,BLR,24.4
1993-01-01,BLZ,60.2
1994-01-01,BLZ,60.9
1995-01-01,BLZ,60.9
1996-01-01,BLZ,56.5
1997-01-01,BLZ,60.4
1998-01-01,BLZ,54.9
1999-01-01,BLZ,53.2
2000-01-01,BLZ,53.2
2001-01-01,BLZ,53.2
2002-01-01,BLZ,53.2
2003-01-01,BLZ,53.2
2004-01-01,BLZ,53.2
2005-01-01,BLZ,53.2
2006-01-01,BLZ,53.2
2007-01-01,BLZ,53.2
2008-01-01,BLZ,53.2
2009-01-01,BLZ,53.2
2010-01-01,BLZ,53.2
2011-01-01,BLZ,53.2
2012-01-01,BLZ,53.2
2013-01-01,BLZ,53.2
2014-01-01,BLZ,53.2
2015-01-01,BLZ,53.2
2016-01-01,BLZ,53.2
2017-01-01,BLZ,53.2
2018-01-01,BLZ,53.2
2019-01-01,BLZ,53.2
2020-01-01,BLZ,53.2
2021-01-01,BLZ,53.2
2022-01-01,BLZ,53.2
2023-01-01,BLZ,53.2
1990-01-01,BOL,42.0
1991-01-01,BOL,42.0
1992-01-01,BOL,49.1
1993-01-01,BOL,49.1
1994-01-01,BOL,49.1
1995-01-01,BOL,49.1
1996-01-01,BOL,49.1
1997-01-01,BOL,58.1
1998-01-01,BOL,58.1
1999-01-01,BOL,58.0
2000-01-01,BOL,61.6
2001-01-01,BOL,57.4
2002-01-01,BOL,59.3
2003-01-01,BOL,59.3
2004-01-01,BOL,55.0
2005-01-01,BOL,58.5
2006-01-01,BOL,56.7
2007-01-01,BOL,54.5
2008-01-01,BOL,50.8
2009-01-01,BOL,49.2
2010-01-01,BOL,49.2
2011-01-01,BOL,46.1
2012-01-01,BOL,46.6
2013-01-01,BOL,47.6
2014-01-01,BOL,47.8
2015-01-01,BOL,46.7
2016-01-01,BOL,45.2
2017-01-01,BOL,44.6
2018-01-01,BOL,42.6
2019-01-01,BOL,41.6
2020-01-01,BOL,43.6
2021-01-01,BOL,40.9
2022-01-01,BOL,40.9
2023-01-01,BOL,40.9
1981-01-01,BRA,57.9
1982-01-01,BRA,58.4
1983-01-01,BRA,58.9
1984-01-01,BRA,58.3
1985-01-01,BRA,55.5
1986-01-01,BRA,58.4
1987-01-01,BRA,59.6
1988-01-01,BRA,61.4
1989-01-01,BRA,63.2
1990-01-01,BRA,60.4
1991-01-01,BRA,60.4
1992-01-01,BRA,53.1
1993-01-01,BRA,60.1
1994-01-01,BRA,60.1
1995-01-01,BRA,59.5
1996-01-01,BRA,59.8
1997-01-01,BRA,59.8
1998-01-01,BRA,59.6
1999-01-01,BRA,59.0
2000-01-01,BRA,59.0
2001-01-01,BRA,58.4
2002-01-01,BRA,58.1
2003-01-01,BRA,57.6
2004-01-01,BRA,56.5
2005-01-01,BRA,56.3
2006-01-01,BRA,55.6
2007-01-01,BRA,54.9
2008-01-01,BRA,54.0
2009-01-01,BRA,53.7
2010-01-01,BRA,53.7
2011-01-01,BRA,52.9
2012-01-01,BRA,53.4
2013-01-01,BRA,52.7
2014-01-01,BRA,52.0
2015-01-01,BRA,51.9
2016-01-01,BRA,53.4
2017-01-01,BRA,53.3
2018-01-01,BRA,53.9
2019-01-01,BRA,53.5
2020-01-01,BRA,48.9
2021-01-01,BRA,52.9
2022-01-01,BRA,52.0
2023-01-01,BRA,52.0
2003-01-01,BTN,40.9
2004-01-01,BTN,40.9
2005-01-01,BTN,40.9
2006-01-01,BTN,40.9
2007-01-01,BTN,38.1
2008-01-01,BTN,38.1
2009-01-01,BTN,38.1
2010-01-01,BTN,38.1
2011-01-01,BTN,38.1
2012-01-01,BTN,38.8
2013-01-01,BTN,38.8
2014-01-01,BTN,38.8
2015-01-01,BTN,38.8
2016-01-01,BTN,38.8
2017-01-01,BTN,37.4
2018-01-01,BTN,37.4
2019-01-01,BTN,37.4
2020-01-01,BTN,37.4
2021-01-01,BTN,37.4
2022-01-01,BTN,28.5
2023-01-01,BTN,28.5
1985-01-01,BWA,54.2
1986-01-01,BWA,54.2
1987-01-01,BWA,54.2
1988-01-01,BWA,54.2
1989-01-01,BWA,54.2
1990-01-01,BWA,54.2
1991-01-01,BWA,54.2
1992-01-01,BWA,54.2
1993-01-01,BWA,60.1
1994-01-01,BWA,60.1
1995-01-01,BWA,60.1
1996-01-01,BWA,60.1
1997-01-01,BWA,60.1
1998-01-01,BWA,60.1
1999-01-01,BWA,60.1
2000-01-01,BWA,60.1
2001-01-01,BWA,60.1
2002-01-01,BWA,64.7
2003-01-01,BWA,64.7
2004-01-01,BWA,64.7
2005-01-01,BWA,64.7
2006-01-01,BWA,64.7
2007-01-01,BWA,64.7
2008-01-01,BWA,64.7
2009-01-01,BWA,60.5
2010-01-01,BWA,60.5
2011-01-01,BWA,60.5
2012-01-01,BWA,60.5
2013-01-01,BWA,60.5
2014-01-01,BWA,60.5
2015-01-01,BWA,53.3
2016-01-01,BWA,53.3
2017-01-01,BWA,53.3
2018-01-01,BWA,53.3
2019-01-01,BWA,53.3
2020-01-01,BWA,53.3
2021-01-01,BWA,53.3
2022-01-01,BWA,53.3
2023-01-01,BWA,53.3
1992-01-01,CAF,59.3
1993-01-01,CAF,59.3
1994-01-01,CAF,59.3
1995-01-01,CAF,59.3
1996-01-01,CAF,59.3
1997-01-01,CAF,59.3
1998-01-01,CAF,59.3
1999-01-01,CAF,59.3
2000-01-01,CAF,59.3
2001-01-01,CAF,59.3
2002-01-01,CAF,59.3
2003-01-01,CAF,59.3
2004-01-01,CAF,59.3
2005-01-01,CAF,59.3
2006-01-01,CAF,59.3
2007-01-01,CAF,59.3
2008-01-01,CAF,56.2
2009-01-01,CAF,56.2
2010-01-01,CAF,56.2
2011-01-01,CAF,56.2
2012-01-01,CAF,56.2
2013-01-01,CAF,56.2
2014-01-01,CAF,56.2
2015-01-01,CAF,56.2
2016-01-01,CAF,56.2
2017-01-01,CAF,56.2
2018-01-01,CAF,56.2
2019-01-01,CAF,56.2
2020-01-01,CAF,56.2
2021-01-01,CAF,43.0
2022-01-01,CAF,43.0
2023-01-01,CAF,43.0
1971-01-01,CAN,37.2
1972-01-01,CAN,37.2
1973-01-01,CAN,34.9
1974-01-01,CAN,34.9
1975-01-01,CAN,34.1
1976-01-01,CAN,60.699999999999996
1977-01-01,CAN,33.7
1978-01-01,CAN,58.699999999999996
1979-01-01,CAN,33.5
1980-01-01,CAN,57.8
1981-01-01,CAN,33.0
1982-01-01,CAN,32.9
1983-01-01,CAN,59.9
1984-01-01,CAN,33.5
1985-01-01,CAN,33.2
1986-01-01,CAN,31.7
1987-01-01,CAN,31.7
1988-01-01,CAN,31.2
1989-01-01,CAN,31.0
1990-01-01,CAN,31.4
1991-01-01,CAN,31.9
1992-01-01,CAN,31.6
1993-01-01,CAN,31.7
1994-01-01,CAN,31.3
1995-01-01,CAN,31.5
1996-01-01,CAN,32.8
1997-01-01,CAN,33.1
1998-01-01,CAN,33.2
1999-01-01,CAN,33.1
2000-01-01,CAN,33.4
2001-01-01,CAN,33.6
2002-01-01,CAN,33.6
2003-01-01,CAN,33.8
2004-01-01,CAN,33.8
2005-01-01,CAN,33.6
2006-01-01,CAN,34.1
2007-01-01,CAN,33.8
2008-01-01,CAN,33.9
2009-01-01,CAN,34.0
2010-01-01,CAN,33.6
2011-01-01,CAN,32.7
2012-01-01,CAN,33.5
2013-01-01,CAN,33.8
2014-01-01,CAN,33.2
2015-01-01,CAN,33.7
2016-01-01,CAN,32.7
2017-01-01,CAN,33.3
2018-01-01,CAN,32.5
2019-01-01,CAN,31.7
2020-01-01,CAN,28.000000000000004
2021-01-01,CAN,29.2
2022-01-01,CAN,29.2
2023-01-01,CAN,29.2
1982-01-01,CHE,36.0
1983-01-01,CHE,36.0
1984-01-01,CHE,36.0
1985-01-01,CHE,36.0
1986-01-01,CHE,36.0
1987-01-01,CHE,36.0
1988-01-01,CHE,36.0
1989-01-01,CHE,36.0
1990-01-01,CHE,36.0
1991-01-01,CHE,36.0
1992-01-01,CHE,33.9
1993-01-01,CHE,33.9
1994-01-01,CHE,33.9
1995-01-01,CHE,33.9
1996-01-01,CHE,33.9
1997-01-01,CHE,33.9
1998-01-01,CHE,33.9
1999-01-01,CHE,33.9
2000-01-01,CHE,33.4
2001-01-01,CHE,33.4
2002-01-01,CHE,31.7
2003-01-01,CHE,31.7
2004-01-01,CHE,31.6
2005-01-01,CHE,31.6
2006-01-01,CHE,33.9
2007-01-01,CHE,34.3
2008-01-01,CHE,33.8
2009-01-01,CHE,32.9
2010-01-01,CHE,32.6
2011-01-01,CHE,31.7
2012-01-01,CHE,31.6
2013-01-01,CHE,32.5
2014-01-01,CHE,32.5
2015-01-01,CHE,32.3
2016-01-01,CHE,33.0
2017-01-01,CHE,32.7
2018-01-01,CHE,33.1
2019-01-01,CHE,34.0
2020-01-01,CHE,33.7
2021-01-01,CHE,33.7
2022-01-01,CHE,33.7
2023-01-01,CHE,33.7
1987-01-01,CHL,56.2
1988-01-01,CHL,56.2
1989-01-01,CHL,56.2
1990-01-01,CHL,57.2
1991-01-01,CHL,57.2
1992-01-01,CHL,54.8
1993-01-01,CHL,54.8
1994-01-01,CHL,56.4
1995-01-01,CHL,56.4
1996-01-01,CHL,54.9
1997-01-01,CHL,54.9
1998-01-01,CHL,55.5
1999-01-01,CHL,55.5
2000-01-01,CHL,52.8
2001-01-01,CHL,52.8
2002-01-01,CHL,52.8
2003-01-01,CHL,51.5
2004-01-01,CHL,51.5
2005-01-01,CHL,51.5
2006-01-01,CHL,47.7
2007-01-01,CHL,47.7
2008-01-01,CHL,47.7
2009-01-01,CHL,47.4
2010-01-01,CHL,47.4
2011-01-01,CHL,46.9
2012-01-01,CHL,46.9
2013-01-01,CHL,46.8
2014-01-01,CHL,46.8
2015-01-01,CHL,45.3
2016-01-01,CHL,45.3
2017-01-01,CHL,45.3
2018-01-01,CHL,45.3
2019-01-01,CHL,45.3
2020-01-01,CHL,47.0
2021-01-01,CHL,47.0
2022-01-01,CHL,43.0
2023-01-01,CHL,43.0
1990-01-01,CHN,32.2
1991-01-01,CHN,32.2
1992-01-01,CHN,32.2
1993-01-01,CHN,33.9
1994-01-01,CHN,33.9
1995-01-01,CHN,33.9
1996-01-01,CHN,35.2
1997-01-01,CHN,35.2
1998-01-01,CHN,35.2
1999-01-01,CHN,38.7
2000-01-01,CHN,38.7
2001-01-01,CHN,38.7
2002-01-01,CHN,42.0
2003-01-01,CHN,42.0
2004-01-01,CHN,42.0
2005-01-01,CHN,40.9
2006-01-01,CHN,40.9
2007-01-01,CHN,40.9
2008-01-01,CHN,43.0
2009-01-01,CHN,43.0
2010-01-01,CHN,43.7
2011-01-01,CHN,42.4
2012-01-01,CHN,42.2
2013-01-01,CHN,39.7
2014-01-01,CHN,39.2
2015-01-01,CHN,38.6
2016-01-01,CHN,38.5
2017-01-01,CHN,39.1
2018-01-01,CHN,38.5
2019-01-01,CHN,38.2
2020-01-01,CHN,37.1
2021-01-01,CHN,35.7
2022-01-01,CHN,35.7
2023-01-01,CHN,35.7
1985-01-01,CIV,45.5
1986-01-01,CIV,38.0
1987-01-01,CIV,40.5
1988-01-01,CIV,36.9
1989-01-01,CIV,36.9
1990-01-01,CIV,36.9
1991-01-01,CIV,36.9
1992-01-01,CIV,39.4
1993-01-01,CIV,39.4
1994-01-01,CIV,39.4
1995-01-01,CIV,40.6
1996-01-01,CIV,40.6
1997-01-01,CIV,40.6
1998-01-01,CIV,39.0
1999-01-01,CIV,39.0
2000-01-01,CIV,39.0
2001-01-01,CIV,39.0
2002-01-01,CIV,41.3
2003-01-01,CIV,41.3
2004-01-01,CIV,41.3
2005-01-01,CIV,41.3
2006-01-01,CIV,41.3
2007-01-01,CIV,41.3
2008-01-01,CIV,43.2
2009-01-01,CIV,43.2
2010-01-01,CIV,43.2
2011-01-01,CIV,43.2
2012-01-01,CIV,43.2
2013-01-01,CIV,43.2
2014-01-01,CIV,43.2
2015-01-01,CIV,41.5
2016-01-01,CIV,41.5
2017-01-01,CIV,41.5
2018-01-01,CIV,37.2
2019-01-01,CIV,37.2
2020-01-01,CIV,37.2
2021-01-01,CIV,35.3
2022-01-01,CIV,35.3
2023-01-01,CIV,35.3
1996-01-01,CMR,44.4
1997-01-01,CMR,44.4
1998-01-01,CMR,44.4
1999-01-01,CMR,44.4
2000-01-01,CMR,44.4
2001-01-01,CMR,42.1
2002-01-01,CMR,42.1
2003-01-01,CMR,42.1
2004-01-01,CMR,42.1
2005-01-01,CMR,42.1
2006-01-01,CMR,42.1
2007-01-01,CMR,42.8
2008-01-01,CMR,42.8
2009-01-01,CMR,42.8
2010-01-01,CMR,42.8
2011-01-01,CMR,42.8
2012-01-01,CMR,42.8
2013-01-01,CMR,42.8
2014-01-01,CMR,46.6
2015-01-01,CMR,46.6
2016-01-01,CMR,46.6
2017-01-01,CMR,46.6
2018-01-01,CMR,46.6
2019-01-01,CMR,46.6
2020-01-01,CMR,46.6
2021-01-01,CMR,42.2
2022-01-01,CMR,42.2
2023-01-01,CMR,42.2
2004-01-01,COD,41.6
2005-01-01,COD,41.6
2006-01-01,COD,41.6
2007-01-01,COD,41.6
2008-01-01,COD,41.6
2009-01-01,COD,41.6
2010-01-01,COD,41.6
2011-01-01,COD,41.6
2012-01-01,COD,42.1
2013-01-01,COD,42.1
2014-01-01,COD,42.1
2015-01-01,COD,42.1
2016-01-01,COD,42.1
2017-01-01,COD,42.1
2018-01-01,COD,42.1
2019-01-01,COD,42.1
2020-01-01,COD,44.7
2021-01-01,COD,44.7
2022-01-01,COD,44.7
2023-01-01,COD,44.7
2005-01-01,COG,47.3
2006-01-01,COG,47.3
2007-01-01,COG,47.3
2008-01-01,COG,47.3
2009-01-01,COG,47.3
2010-01-01,COG,47.3
2011-01-01,COG,48.9
2012-01-01,COG,48.9
2013-01-01,COG,48.9
2014-01-01,COG,48.9
2015-01-01,COG,48.9
2016-01-01,COG,48.9
2017-01-01,COG,48.9
2018-01-01,COG,48.9
